condition,coherence,decision,evidence,high_evidence,time
easy,0.7,1,3,3,7
easy,0.3,0,-2,-2,10
easy,0.3,0,-4,-4,4
easy,0.3,0,-3,-3,5
easy,0.3,0,-3,-3,5
easy,0.7,1,3,3,5
easy,0.7,1,1,2,11
easy,0.7,1,2,3,4
easy,0.3,0,-3,-3,9
easy,0.3,0,-5,-5,5
easy,0.3,0,-4,-4,6
easy,0.7,1,3,3,11
easy,0.3,0,-5,-5,7
easy,0.7,1,3,4,7
easy,0.3,0,-3,-3,5
easy,0.7,1,5,5,7
easy,0.3,0,-2,-2,6
easy,0.3,0,-6,-6,8
easy,0.3,0,-5,-5,7
easy,0.7,1,5,5,5
easy,0.7,1,4,4,4
easy,0.7,1,2,2,4
easy,0.3,0,-3,-3,5
easy,0.7,0,-3,-3,3
easy,0.7,0,0,1,6
easy,0.7,1,3,3,5
easy,0.7,1,3,3,3
easy,0.7,1,3,3,3
easy,0.7,1,2,2,6
easy,0.3,0,-3,-3,7
easy,0.3,1,2,2,8
easy,0.7,1,3,3,5
easy,0.3,0,-2,-2,8
easy,0.7,1,2,2,10
easy,0.7,1,2,2,4
easy,0.3,0,-4,-4,4
easy,0.3,0,-5,-5,5
easy,0.3,0,-3,-3,7
easy,0.3,0,-5,-5,5
easy,0.3,0,-3,-3,7
easy,0.3,0,-2,-2,6
easy,0.7,1,1,3,5
easy,0.7,1,5,5,9
easy,0.7,1,4,4,6
easy,0.3,0,-4,-4,8
easy,0.7,1,2,2,16
easy,0.7,1,4,4,12
easy,0.7,1,5,5,11
easy,0.3,0,-5,-5,7
easy,0.3,0,-3,-3,13
easy,0.3,0,-4,-4,14
easy,0.3,0,-2,-2,8
easy,0.7,1,5,5,9
easy,0.7,1,5,5,11
easy,0.7,1,5,5,7
easy,0.7,1,3,3,19
easy,0.7,1,6,6,8
easy,0.7,1,6,6,8
easy,0.7,1,4,4,10
easy,0.7,1,4,4,18
easy,0.3,0,-3,-4,9
easy,0.7,1,-1,-2,15
easy,0.3,0,-2,-2,8
easy,0.3,0,-9,-9,11
easy,0.7,1,5,5,7
easy,0.3,0,-3,-3,9
easy,0.3,0,-3,-4,5
easy,0.7,0,-3,-3,7
easy,0.7,1,3,3,9
